order_id,transaction_id,product_name,category,sub_category,quantity_ordered,unit_price,total_sales,cost,order_date,purchase_address,address_city,sales_channel,customer_segment,region,payment_type,delivery_time_days,sales_rep,data_quality_flag
4687,T4687,iPhone 13,Electronics,Phones,2,1970.0,3940.0,2386.15,2023-02-15 08:36:00,"719 Street, Lagos",Lagos,Wholesale,Corporate,Africa,Cash,8.0,Rep_A,
4688,T4688,Dell XPS 13,Electronics,Laptops,3,292.0,876.0,785.17,2023-08-07 08:09:00,"269 Street, Nairobi",Nairobi,Online,Consumer,Africa,Transfer,9.0,Rep_A,
4689,T4689,Dell XPS 13,Electronics,Laptops,1,449.0,449.0,358.43,2023-08-24 12:13:00,"150 Street, Bangkok",Bangkok,In-Store,Corporate,South America,Cash,2.0,Rep_B,
4690,T4690,iPhone 13,Electronics,Phones,3,199.0,597.0,484.69,2023-06-30 21:02:00,"390 Street, Jakarta",Jakarta,Wholesale,Consumer,Asia,Card,2.0,Rep_C,
4691,T4691,27in 4K Gaming Monitor,Electronics,Monitors,4,462.0,1848.0,1064.96,2023-12-11 05:10:00,"382 Street, Jakarta",Jakarta,In-Store,Corporate,Asia,Transfer,5.0,Rep_A,
4692,T4692,27in 4K Gaming Monitor,Electronics,Monitors,1,565.0,565.0,365.56,2023-07-26 21:31:00,"151 Street, São Paulo",São Paulo,Online,Consumer,Europe,Card,8.0,Rep_D,
4693,T4693,Logitech Mouse,Electronics,Accessories,2,1824.0,3648.0,2562.94,2023-07-14 03:46:00,"633 Street, Bangkok",Bangkok,In-Store,Consumer,Asia,Cash,4.0,Rep_C,
4694,T4694,iPhone 13,Electronics,Phones,2,978.0,1956.0,1510.32,2023-03-28 15:13:00,"247 Street, Nairobi",Nairobi,Online,Small Business,Africa,Cash,2.0,Rep_C,
4695,T4695,Logitech Mouse,Electronics,Accessories,5,1035.0,5175.0,3750.67,2023-06-04 07:03:00,"987 Street, Mumbai",Mumbai,Online,Consumer,Africa,Cash,9.0,Rep_C,
4696,T4696,27in 4K Gaming Monitor,Electronics,Monitors,5,1807.0,9035.0,7221.11,2023-07-28 14:24:00,"723 Street, Bangkok",Bangkok,In-Store,Small Business,Asia,Transfer,5.0,Rep_C,
4697,T4697,Logitech Mouse,Electronics,Accessories,3,914.0,2742.0,2144.01,2023-09-12 10:15:00,"808 Street, Cairo",Cairo,Online,Consumer,Africa,Cash,5.0,Rep_D,
4698,T4698,AirPods Pro,Electronics,Accessories,4,152.0,608.0,325.82,2023-07-06 04:17:00,"503 Street, Cairo",Cairo,Wholesale,Small Business,Africa,Cash,9.0,Rep_D,
4699,T4699,27in 4K Gaming Monitor,Electronics,Monitors,3,942.0,2826.0,2278.13,2023-03-07 06:50:00,"843 Street, São Paulo",São Paulo,In-Store,Corporate,Africa,Transfer,1.0,Rep_B,
4700,T4700,AirPods Pro,Electronics,Accessories,4,262.0,1048.0,618.43,2023-09-19 07:52:00,"106 Street, Lagos",Lagos,In-Store,Small Business,Asia,Cash,4.0,Rep_A,
4701,T4701,MacBook Air,Electronics,Laptops,5,1880.0,9400.0,7356.6,2023-09-25 05:54:00,"597 Street, Nairobi",Nairobi,In-Store,Small Business,Africa,Card,1.0,Rep_C,
4702,T4702,Samsung Galaxy S21,Electronics,Phones,5,1671.0,8355.0,5527.3,2023-04-27 06:49:00,"342 Street, Jakarta",Jakarta,In-Store,Small Business,Europe,Card,6.0,Rep_D,
4703,T4703,iPhone 13,Electronics,Phones,5,261.0,1305.0,794.95,2023-03-18 22:36:00,"537 Street, Cairo",Cairo,Online,Small Business,Africa,Cash,7.0,Rep_A,
4704,T4704,iPhone 13,Electronics,Phones,4,792.0,3168.0,2261.28,2023-03-13 15:56:00,"577 Street, Cairo",Cairo,Wholesale,Corporate,Asia,Transfer,4.0,Rep_A,
4706,T4706,MacBook Air,Electronics,Laptops,5,1321.0,6605.0,3768.99,2023-03-19 07:40:00,"290 Street, Bangkok",Bangkok,In-Store,Consumer,Europe,Card,4.0,Rep_B,
4707,T4707,27in 4K Gaming Monitor,Electronics,Monitors,2,601.0,1202.0,795.2,2023-03-15 18:04:00,"744 Street, São Paulo",São Paulo,Wholesale,Small Business,Asia,Transfer,9.0,Rep_A,
4708,T4708,27in 4K Gaming Monitor,Electronics,Monitors,5,479.0,2395.0,1995.64,2023-06-18 12:35:00,"661 Street, Nairobi",Nairobi,Wholesale,Small Business,South America,Card,3.0,Rep_C,
4709,T4709,Logitech Mouse,Electronics,Accessories,3,665.0,1995.0,1579.49,2023-09-07 18:06:00,"153 Street, Mumbai",Mumbai,In-Store,Corporate,Africa,Card,7.0,Rep_C,
4710,T4710,iPhone 13,Electronics,Phones,4,918.0,3672.0,2348.56,2023-08-22 06:51:00,"510 Street, Lagos",Lagos,In-Store,Small Business,South America,Transfer,9.0,Rep_C,
4711,T4711,27in 4K Gaming Monitor,Electronics,Monitors,1,1158.0,1158.0,649.91,2023-01-20 17:03:00,"960 Street, Cairo",Cairo,Wholesale,Small Business,South America,Transfer,,Rep_B,
4712,T4712,iPhone 13,Electronics,Phones,2,461.0,922.0,713.02,2023-05-31 12:54:00,"595 Street, Mumbai",Mumbai,Wholesale,Corporate,Europe,Transfer,5.0,Rep_D,
4713,T4713,iPhone 13,Electronics,Phones,5,201.0,1005.0,758.5,2023-10-17 11:21:00,"881 Street, Lagos",Lagos,In-Store,Consumer,South America,Cash,7.0,Rep_C,
4715,T4715,AirPods Pro,Electronics,Accessories,1,1284.0,1284.0,965.37,2023-01-09 03:41:00,"96 Street, Mumbai",Mumbai,Online,Corporate,Europe,Cash,3.0,Rep_C,
4716,T4716,Logitech Mouse,Electronics,Accessories,3,1578.0,4734.0,2766.17,2023-08-13 04:51:00,"738 Street, Nairobi",Nairobi,Online,Small Business,South America,Card,3.0,Rep_B,
4717,T4717,iPhone 13,Electronics,Phones,2,1153.0,2306.0,1285.56,2023-09-17 23:15:00,"448 Street, Lagos",Lagos,Wholesale,Corporate,Europe,Card,4.0,Rep_A,
4718,T4718,AirPods Pro,Electronics,Accessories,3,398.0,1194.0,993.73,2023-08-02 22:51:00,"385 Street, Nairobi",Nairobi,Wholesale,Consumer,Asia,Card,3.0,Rep_D,
4719,T4719,iPhone 13,Electronics,Phones,5,1667.0,8335.0,6569.09,2023-06-08 14:57:00,"451 Street, São Paulo",São Paulo,Wholesale,Corporate,Asia,Card,1.0,Rep_A,
4720,T4720,MacBook Air,Electronics,Laptops,3,1353.0,4059.0,2316.6,2023-10-08 05:32:00,"49 Street, São Paulo",São Paulo,In-Store,Corporate,Asia,Transfer,4.0,Rep_B,
4721,T4721,Dell XPS 13,Electronics,Laptops,5,899.0,4495.0,3806.71,2023-07-28 06:31:00,"44 Street, Lagos",Lagos,Wholesale,Corporate,Europe,Cash,3.0,Rep_D,
4722,T4722,Samsung Galaxy S21,Electronics,Phones,4,405.0,1620.0,1378.28,2023-02-22 20:48:00,"478 Street, Lagos",Lagos,In-Store,Small Business,South America,Card,1.0,Rep_B,
4723,T4723,27in 4K Gaming Monitor,Electronics,Monitors,2,1327.0,2654.0,2219.18,2023-08-23 18:14:00,"200 Street, São Paulo",São Paulo,In-Store,Consumer,Asia,Cash,5.0,Rep_D,
4724,T4724,27in 4K Gaming Monitor,Electronics,Monitors,4,198.0,792.0,702.15,2023-01-19 19:51:00,"408 Street, Mumbai",Mumbai,Online,Corporate,South America,Transfer,9.0,Rep_C,
4725,T4725,AirPods Pro,Electronics,Accessories,5,345.0,1725.0,879.84,2023-01-21 07:55:00,"385 Street, Jakarta",Jakarta,In-Store,Consumer,Africa,Transfer,4.0,Rep_A,
4726,T4726,Dell XPS 13,Electronics,Laptops,4,606.0,2424.0,1734.07,2023-12-20 02:19:00,"961 Street, Nairobi",Nairobi,Wholesale,Small Business,Africa,Transfer,4.0,Rep_A,
4727,T4727,Samsung Galaxy S21,Electronics,Phones,2,103.0,206.0,156.57,2023-02-14 21:24:00,"107 Street, Jakarta",Jakarta,In-Store,Small Business,Asia,Cash,8.0,Rep_C,
4728,T4728,27in 4K Gaming Monitor,Electronics,Monitors,3,86.0,258.0,184.61,2023-01-10 05:44:00,"729 Street, Mumbai",Mumbai,In-Store,Consumer,Asia,Transfer,8.0,Rep_B,
4729,T4729,AirPods Pro,Electronics,Accessories,1,1964.0,1964.0,1286.75,2023-07-08 13:35:00,"223 Street, Jakarta",Jakarta,Online,Consumer,Africa,Cash,1.0,Rep_B,
4730,T4730,AirPods Pro,Electronics,Accessories,5,1280.0,6400.0,5093.55,2023-12-26 05:04:00,"604 Street, Bangkok",Bangkok,Online,Small Business,Europe,Transfer,3.0,Rep_B,
4731,T4731,Dell XPS 13,Electronics,Laptops,1,384.0,384.0,327.51,2023-01-31 04:25:00,"553 Street, Jakarta",Jakarta,Online,Consumer,Africa,Card,6.0,Rep_C,
4732,T4732,Dell XPS 13,Electronics,Laptops,1,1529.0,1529.0,1084.8,2023-12-18 01:47:00,"26 Street, Lagos",Lagos,Online,Consumer,South America,Cash,3.0,Rep_C,
4733,T4733,Dell XPS 13,Electronics,Laptops,3,1544.0,4632.0,4088.32,2023-01-22 02:33:00,"420 Street, Nairobi",Nairobi,In-Store,Small Business,Africa,Transfer,,Rep_C,
4734,T4734,MacBook Air,Electronics,Laptops,4,922.0,3688.0,2052.49,2023-06-01 01:55:00,"749 Street, São Paulo",São Paulo,Wholesale,Small Business,Europe,Card,7.0,Rep_A,
4735,T4735,iPhone 13,Electronics,Phones,3,1025.0,3075.0,1828.42,2023-03-23 08:17:00,"356 Street, São Paulo",São Paulo,In-Store,Consumer,Europe,Cash,,Rep_D,
4736,T4736,Samsung Galaxy S21,Electronics,Phones,1,1712.0,1712.0,919.09,2023-03-23 05:05:00,"46 Street, Cairo",Cairo,Wholesale,Corporate,Europe,Card,4.0,Rep_B,
4737,T4737,AirPods Pro,Electronics,Accessories,1,1804.0,1804.0,1379.15,2023-06-02 22:06:00,"948 Street, Nairobi",Nairobi,In-Store,Consumer,South America,Transfer,7.0,Rep_D,
4738,T4738,AirPods Pro,Electronics,Accessories,4,745.0,2980.0,2657.9,2023-09-07 23:01:00,"88 Street, Mumbai",Mumbai,Wholesale,Small Business,South America,Cash,9.0,Rep_D,
4739,T4739,Logitech Mouse,Electronics,Accessories,4,686.0,2744.0,2230.05,2023-07-19 23:30:00,"455 Street, Cairo",Cairo,Wholesale,Corporate,Asia,Cash,,Rep_C,
4740,T4740,MacBook Air,Electronics,Laptops,1,1674.0,1674.0,1349.99,2023-06-05 10:30:00,"714 Street, Lagos",Lagos,Online,Corporate,Africa,Cash,4.0,Rep_B,
4741,T4741,AirPods Pro,Electronics,Accessories,4,205.0,820.0,615.14,2023-04-05 09:22:00,"819 Street, Cairo",Cairo,In-Store,Corporate,Africa,Cash,9.0,Rep_D,
4742,T4742,Logitech Mouse,Electronics,Accessories,4,289.0,1156.0,648.27,2023-08-28 22:53:00,"431 Street, Nairobi",Nairobi,Wholesale,Corporate,South America,Card,9.0,Rep_C,
4744,T4744,AirPods Pro,Electronics,Accessories,4,1180.0,4720.0,3403.05,2023-08-25 20:26:00,"844 Street, Nairobi",Nairobi,Online,Consumer,Asia,Card,1.0,Rep_B,
4745,T4745,AirPods Pro,Electronics,Accessories,5,1831.0,9155.0,5403.53,2023-09-19 18:02:00,"184 Street, Lagos",Lagos,Online,Consumer,Europe,Card,8.0,Rep_D,
4746,T4746,Dell XPS 13,Electronics,Laptops,5,1368.0,6840.0,5589.61,2023-05-26 13:54:00,"659 Street, Cairo",Cairo,In-Store,Consumer,Asia,Cash,9.0,Rep_A,
4747,T4747,iPhone 13,Electronics,Phones,2,942.0,1884.0,1128.49,2023-02-10 08:42:00,"456 Street, Mumbai",Mumbai,Wholesale,Consumer,South America,Cash,6.0,Rep_A,
4748,T4748,AirPods Pro,Electronics,Accessories,2,197.0,394.0,324.89,2023-05-26 11:59:00,"130 Street, São Paulo",São Paulo,In-Store,Corporate,South America,Transfer,3.0,Rep_B,
4749,T4749,iPhone 13,Electronics,Phones,1,1560.0,1560.0,1247.8,2023-04-18 06:07:00,"76 Street, Jakarta",Jakarta,Online,Small Business,Europe,Cash,,Rep_D,
4750,T4750,Dell XPS 13,Electronics,Laptops,1,1749.0,1749.0,1145.41,2023-02-07 04:57:00,"175 Street, Jakarta",Jakarta,Wholesale,Corporate,Europe,Cash,9.0,Rep_C,
4751,T4751,iPhone 13,Electronics,Phones,3,1028.0,3084.0,2549.66,2023-03-07 10:48:00,"570 Street, Cairo",Cairo,Wholesale,Corporate,Asia,Transfer,3.0,Rep_C,
4752,T4752,iPhone 13,Electronics,Phones,1,1206.0,1206.0,902.2,2023-10-02 23:39:00,"607 Street, Cairo",Cairo,Online,Consumer,Africa,Cash,8.0,Rep_B,
4753,T4753,iPhone 13,Electronics,Phones,2,1070.0,2140.0,1127.45,2023-07-18 23:23:00,"798 Street, Lagos",Lagos,In-Store,Consumer,Europe,Transfer,4.0,Rep_B,
4755,T4755,iPhone 13,Electronics,Phones,3,821.0,2463.0,2106.81,2023-12-18 15:22:00,"660 Street, Lagos",Lagos,Wholesale,Small Business,Europe,Card,7.0,Rep_B,
4756,T4756,AirPods Pro,Electronics,Accessories,2,1086.0,2172.0,1286.66,2023-04-02 13:55:00,"276 Street, São Paulo",São Paulo,Wholesale,Consumer,Africa,Card,,Rep_D,
4757,T4757,Samsung Galaxy S21,Electronics,Phones,2,1346.0,2692.0,2389.56,2023-12-04 05:51:00,"513 Street, Nairobi",Nairobi,In-Store,Corporate,Africa,Transfer,2.0,Rep_C,
4758,T4758,MacBook Air,Electronics,Laptops,3,944.0,2832.0,1606.06,2023-02-15 19:58:00,"840 Street, Jakarta",Jakarta,In-Store,Consumer,Africa,Card,7.0,Rep_D,
4759,T4759,Dell XPS 13,Electronics,Laptops,1,366.0,366.0,194.87,2023-10-12 13:31:00,"243 Street, Nairobi",Nairobi,Online,Small Business,South America,Card,5.0,Rep_C,
4760,T4760,Dell XPS 13,Electronics,Laptops,3,883.0,2649.0,1853.19,2023-09-01 07:36:00,"765 Street, Nairobi",Nairobi,In-Store,Consumer,Europe,Transfer,9.0,Rep_D,
4761,T4761,AirPods Pro,Electronics,Accessories,3,994.0,2982.0,2226.96,2023-10-31 00:49:00,"946 Street, Lagos",Lagos,In-Store,Consumer,South America,Cash,,Rep_B,
4762,T4762,AirPods Pro,Electronics,Accessories,3,1625.0,4875.0,3943.59,2023-07-02 12:18:00,"367 Street, Cairo",Cairo,In-Store,Small Business,Africa,Card,9.0,Rep_D,
4763,T4763,iPhone 13,Electronics,Phones,1,1649.0,1649.0,1317.36,2023-08-21 05:28:00,"715 Street, São Paulo",São Paulo,Wholesale,Small Business,South America,Cash,6.0,Rep_D,
4764,T4764,Dell XPS 13,Electronics,Laptops,3,829.0,2487.0,1355.46,2023-10-28 04:31:00,"131 Street, Mumbai",Mumbai,In-Store,Consumer,South America,Card,4.0,Rep_D,
4765,T4765,Logitech Mouse,Electronics,Accessories,4,1518.0,6072.0,3477.39,2023-09-10 11:10:00,"883 Street, Bangkok",Bangkok,Wholesale,Small Business,Asia,Card,6.0,Rep_A,
4766,T4766,Logitech Mouse,Electronics,Accessories,4,1542.0,6168.0,4130.85,2023-10-06 05:13:00,"369 Street, Bangkok",Bangkok,Online,Consumer,Asia,Card,3.0,Rep_D,
4767,T4767,Dell XPS 13,Electronics,Laptops,2,1039.0,2078.0,1301.37,2023-08-09 21:24:00,"53 Street, Nairobi",Nairobi,Online,Consumer,Africa,Cash,1.0,Rep_C,
4768,T4768,MacBook Air,Electronics,Laptops,5,204.0,1020.0,534.31,2023-10-13 13:45:00,"32 Street, Nairobi",Nairobi,Online,Corporate,Europe,Transfer,4.0,Rep_B,
4769,T4769,AirPods Pro,Electronics,Accessories,5,1340.0,6700.0,5553.14,2023-06-09 05:51:00,"14 Street, Mumbai",Mumbai,Wholesale,Corporate,Africa,Cash,1.0,Rep_A,
4770,T4770,Logitech Mouse,Electronics,Accessories,4,1759.0,7036.0,5554.63,2023-12-27 10:14:00,"812 Street, Jakarta",Jakarta,Online,Corporate,Europe,Cash,2.0,Rep_D,
4771,T4771,Samsung Galaxy S21,Electronics,Phones,2,156.0,312.0,261.99,2023-05-04 01:48:00,"855 Street, Mumbai",Mumbai,Wholesale,Corporate,Europe,Cash,9.0,Rep_C,
4772,T4772,Logitech Mouse,Electronics,Accessories,4,790.0,3160.0,2807.24,2023-07-03 04:59:00,"502 Street, São Paulo",São Paulo,Wholesale,Consumer,Africa,Cash,3.0,Rep_C,
4773,T4773,Dell XPS 13,Electronics,Laptops,1,135.0,135.0,74.44,2023-12-22 11:22:00,"8 Street, Mumbai",Mumbai,Wholesale,Corporate,South America,Transfer,7.0,Rep_A,
4774,T4774,Samsung Galaxy S21,Electronics,Phones,5,657.0,3285.0,2349.75,2023-08-28 16:19:00,"969 Street, Jakarta",Jakarta,Online,Corporate,Europe,Transfer,8.0,Rep_C,
4775,T4775,MacBook Air,Electronics,Laptops,5,982.0,4910.0,3534.85,2023-02-09 04:55:00,"311 Street, Bangkok",Bangkok,Wholesale,Corporate,Asia,Card,5.0,Rep_C,
4776,T4776,Dell XPS 13,Electronics,Laptops,1,1673.0,1673.0,1368.2,2023-01-22 17:46:00,"560 Street, Cairo",Cairo,Online,Corporate,Europe,Card,2.0,Rep_A,
4777,T4777,AirPods Pro,Electronics,Accessories,3,1824.0,5472.0,3562.48,2023-01-21 16:14:00,"149 Street, Lagos",Lagos,In-Store,Small Business,Africa,Transfer,3.0,Rep_C,
4778,T4778,Dell XPS 13,Electronics,Laptops,1,567.0,567.0,438.63,2023-08-17 22:25:00,"93 Street, São Paulo",São Paulo,Wholesale,Small Business,South America,Card,9.0,Rep_A,
4779,T4779,Logitech Mouse,Electronics,Accessories,5,966.0,4830.0,3927.37,2023-12-31 23:39:00,"249 Street, Lagos",Lagos,In-Store,Corporate,Asia,Transfer,4.0,Rep_D,
4780,T4780,iPhone 13,Electronics,Phones,5,358.0,1790.0,1238.19,2023-11-07 20:07:00,"353 Street, São Paulo",São Paulo,In-Store,Corporate,Europe,Card,4.0,Rep_C,
4781,T4781,MacBook Air,Electronics,Laptops,4,247.0,988.0,738.67,2023-02-02 06:31:00,"296 Street, Mumbai",Mumbai,Wholesale,Small Business,Asia,Card,3.0,Rep_A,
4782,T4782,Dell XPS 13,Electronics,Laptops,3,1034.0,3102.0,2285.11,2023-07-29 21:49:00,"362 Street, Bangkok",Bangkok,Wholesale,Corporate,Africa,Cash,9.0,Rep_B,
4783,T4783,iPhone 13,Electronics,Phones,2,222.0,444.0,335.41,2023-11-18 10:25:00,"783 Street, Bangkok",Bangkok,In-Store,Small Business,Africa,Cash,6.0,Rep_A,
4784,T4784,AirPods Pro,Electronics,Accessories,2,1182.0,2364.0,1787.84,2023-01-14 06:53:00,"625 Street, São Paulo",São Paulo,Online,Small Business,Europe,Transfer,,Rep_A,
4785,T4785,iPhone 13,Electronics,Phones,2,763.0,1526.0,1153.91,2023-08-07 08:59:00,"823 Street, Jakarta",Jakarta,Wholesale,Corporate,Europe,Cash,2.0,Rep_B,
4786,T4786,Logitech Mouse,Electronics,Accessories,5,1325.0,6625.0,5864.5,2023-08-05 12:37:00,"166 Street, Bangkok",Bangkok,Online,Consumer,South America,Transfer,1.0,Rep_D,
4787,T4787,27in 4K Gaming Monitor,Electronics,Monitors,5,1170.0,5850.0,4356.95,2023-09-26 16:20:00,"305 Street, Mumbai",Mumbai,In-Store,Consumer,South America,Card,8.0,Rep_A,
4788,T4788,AirPods Pro,Electronics,Accessories,3,973.0,2919.0,1677.84,2023-01-10 00:04:00,"916 Street, Nairobi",Nairobi,Online,Consumer,Europe,Transfer,3.0,Rep_C,
4789,T4789,27in 4K Gaming Monitor,Electronics,Monitors,2,1954.0,3908.0,3076.65,2023-04-29 23:33:00,"628 Street, Jakarta",Jakarta,Wholesale,Small Business,Asia,Transfer,6.0,Rep_D,
4790,T4790,iPhone 13,Electronics,Phones,4,1540.0,6160.0,5429.93,2023-12-20 12:44:00,"508 Street, Mumbai",Mumbai,Online,Consumer,South America,Card,1.0,Rep_A,
4791,T4791,iPhone 13,Electronics,Phones,2,1455.0,2910.0,2018.93,2023-03-14 17:00:00,"982 Street, São Paulo",São Paulo,Online,Small Business,Africa,Transfer,1.0,Rep_B,
4792,T4792,27in 4K Gaming Monitor,Electronics,Monitors,4,1999.0,7996.0,5557.15,2023-05-29 05:37:00,"442 Street, Nairobi",Nairobi,In-Store,Corporate,Europe,Card,6.0,Rep_A,
4793,T4793,iPhone 13,Electronics,Phones,1,89.0,89.0,60.95,2023-10-15 07:54:00,"689 Street, Jakarta",Jakarta,In-Store,Corporate,South America,Cash,6.0,Rep_A,
4794,T4794,AirPods Pro,Electronics,Accessories,5,593.0,2965.0,1752.24,2023-08-01 03:53:00,"832 Street, Nairobi",Nairobi,In-Store,Corporate,Europe,Card,5.0,Rep_D,
4795,T4795,AirPods Pro,Electronics,Accessories,2,774.0,1548.0,1032.3,2023-04-27 18:43:00,"309 Street, Jakarta",Jakarta,Online,Corporate,South America,Card,5.0,Rep_D,
4796,T4796,27in 4K Gaming Monitor,Electronics,Monitors,1,1384.0,1384.0,913.88,2023-07-24 02:58:00,"703 Street, Cairo",Cairo,Wholesale,Small Business,Europe,Transfer,5.0,Rep_C,
4797,T4797,Dell XPS 13,Electronics,Laptops,1,1223.0,1223.0,1005.45,2023-04-29 22:33:00,"426 Street, Cairo",Cairo,Online,Small Business,Africa,Transfer,8.0,Rep_A,
4798,T4798,AirPods Pro,Electronics,Accessories,5,1388.0,6940.0,3515.63,2023-07-08 12:28:00,"830 Street, Lagos",Lagos,Wholesale,Consumer,Africa,Transfer,2.0,Rep_D,
4799,T4799,iPhone 13,Electronics,Phones,1,1438.0,1438.0,1144.48,2023-06-04 11:04:00,"141 Street, Jakarta",Jakarta,Online,Consumer,Europe,Card,3.0,Rep_B,
4800,T4800,Dell XPS 13,Electronics,Laptops,3,1109.0,3327.0,2918.03,2023-09-07 23:05:00,"224 Street, Nairobi",Nairobi,In-Store,Small Business,Europe,Cash,4.0,Rep_C,
4801,T4801,AirPods Pro,Electronics,Accessories,5,1787.0,8935.0,5887.53,2023-11-11 14:51:00,"667 Street, São Paulo",São Paulo,Wholesale,Consumer,Africa,Transfer,,Rep_C,
4802,T4802,Dell XPS 13,Electronics,Laptops,2,1352.0,2704.0,1713.68,2023-03-03 12:43:00,"128 Street, Lagos",Lagos,Wholesale,Small Business,Asia,Cash,3.0,Rep_B,
4803,T4803,Samsung Galaxy S21,Electronics,Phones,4,916.0,3664.0,2277.49,2023-05-23 04:12:00,"652 Street, Jakarta",Jakarta,Online,Corporate,Europe,Cash,8.0,Rep_C,
4804,T4804,Dell XPS 13,Electronics,Laptops,2,1725.0,3450.0,2576.41,2023-01-19 04:15:00,"458 Street, Bangkok",Bangkok,In-Store,Consumer,Europe,Card,1.0,Rep_B,
4805,T4805,AirPods Pro,Electronics,Accessories,3,728.0,2184.0,1166.95,2023-03-14 18:10:00,"168 Street, Lagos",Lagos,Online,Small Business,South America,Card,1.0,Rep_C,
4806,T4806,Samsung Galaxy S21,Electronics,Phones,1,747.0,747.0,628.94,2023-03-08 01:48:00,"442 Street, Jakarta",Jakarta,In-Store,Corporate,South America,Cash,3.0,Rep_A,
4807,T4807,27in 4K Gaming Monitor,Electronics,Monitors,1,77.0,77.0,46.72,2023-11-28 17:37:00,"422 Street, Lagos",Lagos,Wholesale,Consumer,South America,Cash,9.0,Rep_A,
4808,T4808,27in 4K Gaming Monitor,Electronics,Monitors,1,655.0,655.0,432.0,2023-10-05 09:25:00,"28 Street, Jakarta",Jakarta,In-Store,Corporate,South America,Cash,,Rep_D,
4809,T4809,27in 4K Gaming Monitor,Electronics,Monitors,1,1384.0,1384.0,693.22,2023-03-07 13:42:00,"747 Street, Cairo",Cairo,Online,Consumer,Africa,Cash,6.0,Rep_C,
4810,T4810,27in 4K Gaming Monitor,Electronics,Monitors,3,148.0,444.0,384.44,2023-02-04 18:14:00,"305 Street, São Paulo",São Paulo,In-Store,Corporate,South America,Card,9.0,Rep_A,
4811,T4811,iPhone 13,Electronics,Phones,1,1972.0,1972.0,1642.62,2023-05-25 08:23:00,"521 Street, Cairo",Cairo,In-Store,Consumer,Asia,Cash,8.0,Rep_C,
4812,T4812,Dell XPS 13,Electronics,Laptops,4,1084.0,4336.0,3756.2,2023-09-03 12:29:00,"240 Street, Lagos",Lagos,Online,Consumer,South America,Transfer,8.0,Rep_A,
4813,T4813,AirPods Pro,Electronics,Accessories,4,1366.0,5464.0,4446.25,2023-02-14 09:34:00,"284 Street, Jakarta",Jakarta,Wholesale,Consumer,Asia,Transfer,8.0,Rep_B,
4814,T4814,Samsung Galaxy S21,Electronics,Phones,4,721.0,2884.0,2185.09,2023-11-24 10:13:00,"756 Street, Lagos",Lagos,Wholesale,Corporate,Africa,Card,4.0,Rep_C,
4815,T4815,Logitech Mouse,Electronics,Accessories,5,319.0,1595.0,851.27,2023-08-01 11:54:00,"75 Street, Cairo",Cairo,In-Store,Corporate,Africa,Card,3.0,Rep_C,
4816,T4816,Logitech Mouse,Electronics,Accessories,2,181.0,362.0,253.96,2023-04-15 05:21:00,"672 Street, Lagos",Lagos,Wholesale,Consumer,Europe,Cash,,Rep_D,
4817,T4817,AirPods Pro,Electronics,Accessories,2,1868.0,3736.0,3316.13,2023-12-21 22:12:00,"543 Street, Mumbai",Mumbai,In-Store,Small Business,Asia,Transfer,,Rep_C,
4818,T4818,iPhone 13,Electronics,Phones,2,1205.0,2410.0,1925.23,2023-06-21 01:29:00,"6 Street, Jakarta",Jakarta,Online,Small Business,South America,Card,1.0,Rep_A,
4819,T4819,Samsung Galaxy S21,Electronics,Phones,4,980.0,3920.0,3198.6,2023-11-09 21:29:00,"413 Street, Lagos",Lagos,Online,Small Business,Europe,Cash,8.0,Rep_D,
4820,T4820,Logitech Mouse,Electronics,Accessories,5,837.0,4185.0,3665.89,2023-03-19 17:32:00,"997 Street, Mumbai",Mumbai,Online,Small Business,Asia,Card,9.0,Rep_C,
4821,T4821,iPhone 13,Electronics,Phones,4,1330.0,5320.0,2791.56,2023-05-09 04:09:00,"910 Street, São Paulo",São Paulo,In-Store,Corporate,South America,Cash,2.0,Rep_D,
4822,T4822,iPhone 13,Electronics,Phones,3,1098.0,3294.0,2068.48,2023-09-10 22:21:00,"264 Street, Nairobi",Nairobi,In-Store,Corporate,Asia,Transfer,7.0,Rep_B,
4823,T4823,MacBook Air,Electronics,Laptops,4,1289.0,5156.0,3421.79,2023-02-07 23:24:00,"342 Street, Lagos",Lagos,In-Store,Corporate,Asia,Transfer,8.0,Rep_C,
4824,T4824,27in 4K Gaming Monitor,Electronics,Monitors,3,1834.0,5502.0,4337.96,2023-11-23 08:44:00,"375 Street, Lagos",Lagos,Wholesale,Consumer,Africa,Card,5.0,Rep_A,
4825,T4825,Logitech Mouse,Electronics,Accessories,4,361.0,1444.0,724.03,2023-01-17 03:28:00,"907 Street, Jakarta",Jakarta,Wholesale,Consumer,South America,Card,6.0,Rep_D,
4826,T4826,AirPods Pro,Electronics,Accessories,2,1389.0,2778.0,2114.06,2023-01-20 16:03:00,"700 Street, Nairobi",Nairobi,Wholesale,Small Business,Africa,Transfer,2.0,Rep_A,
4828,T4828,Dell XPS 13,Electronics,Laptops,1,193.0,193.0,139.35,2023-03-17 21:33:00,"454 Street, Mumbai",Mumbai,Online,Small Business,Europe,Transfer,6.0,Rep_C,
4829,T4829,MacBook Air,Electronics,Laptops,1,1128.0,1128.0,578.21,2023-04-04 01:31:00,"561 Street, Bangkok",Bangkok,Wholesale,Corporate,Africa,Transfer,8.0,Rep_C,
